id,station,date,prcp,tobs
9612,USC00517948,8/12/2015,0,81
9613,USC00517948,8/13/2015,,79
9614,USC00517948,8/14/2015,,81
9615,USC00517948,8/17/2015,,82
9616,USC00517948,8/18/2015,,80
9617,USC00517948,8/19/2015,,81
9618,USC00517948,8/20/2015,,81
9619,USC00517948,8/24/2015,,74
9620,USC00517948,8/25/2015,,81
9621,USC00517948,8/26/2015,1.5,80
9622,USC00517948,8/27/2015,,83
9623,USC00517948,8/28/2015,,83
9624,USC00517948,8/31/2015,,83
9625,USC00517948,9/1/2015,0,82
9626,USC00517948,9/2/2015,0,80
9627,USC00517948,9/3/2015,0.16,76
9628,USC00517948,9/4/2015,,80
9629,USC00517948,9/8/2015,,81
9630,USC00517948,9/9/2015,0,81
9631,USC00517948,9/10/2015,0,83
9632,USC00517948,9/11/2015,0.2,79
9633,USC00517948,9/14/2015,,81
9634,USC00517948,9/15/2015,,79
9635,USC00517948,9/16/2015,0.22,81
9636,USC00517948,9/17/2015,0,79
9637,USC00517948,9/18/2015,0,79
9638,USC00517948,9/21/2015,,80
9639,USC00517948,9/22/2015,,82
9640,USC00517948,9/23/2015,,82
9641,USC00517948,9/24/2015,,80
9642,USC00517948,9/25/2015,,78
9643,USC00517948,9/28/2015,,78
9644,USC00517948,9/29/2015,,80
9645,USC00517948,9/30/2015,,77
9646,USC00517948,10/1/2015,,76
9647,USC00517948,10/2/2015,,75
9648,USC00517948,10/12/2015,,76
9649,USC00517948,10/13/2015,,77
9650,USC00517948,10/14/2015,,75
9651,USC00517948,10/15/2015,,76
9652,USC00517948,10/16/2015,,77
9653,USC00517948,10/19/2015,,79
9654,USC00517948,10/20/2015,,77
9655,USC00517948,10/21/2015,,79
9656,USC00517948,10/22/2015,,79
9657,USC00517948,10/23/2015,,75
9658,USC00517948,10/26/2015,,77
9659,USC00517948,10/27/2015,,79
9660,USC00517948,10/28/2015,,76
9661,USC00517948,10/29/2015,,77
9662,USC00517948,10/30/2015,,78
9663,USC00517948,11/2/2015,,81
9664,USC00517948,11/3/2015,,80
9665,USC00517948,11/4/2015,0.28,80
9666,USC00517948,11/5/2015,0.04,78
9667,USC00517948,11/6/2015,,70
9668,USC00517948,11/12/2015,,70
9669,USC00517948,11/13/2015,,79
9670,USC00517948,11/16/2015,,76
9671,USC00517948,11/17/2015,,75
9672,USC00517948,11/18/2015,,76
9673,USC00517948,11/19/2015,,76
9674,USC00517948,11/20/2015,,76
9675,USC00517948,11/23/2015,,74
9676,USC00517948,11/24/2015,,74
9677,USC00517948,11/25/2015,,76
9678,USC00517948,11/27/2015,,76
9679,USC00517948,11/30/2015,,76
9680,USC00517948,12/1/2015,,69
9681,USC00517948,12/2/2015,0.28,65
9682,USC00517948,12/3/2015,,76
9683,USC00517948,12/4/2015,,81
9684,USC00517948,12/8/2015,,71
9685,USC00517948,12/9/2015,,71
9686,USC00517948,12/10/2015,,71
9687,USC00517948,12/16/2015,,82
9688,USC00517948,12/17/2015,,74
9689,USC00517948,12/18/2015,0.11,75
9690,USC00517948,12/24/2015,,77
9691,USC00517948,12/27/2015,,74
9692,USC00517948,12/28/2015,,68
9693,USC00517948,1/4/2016,,76
9694,USC00517948,1/20/2016,0,77
9695,USC00517948,1/25/2016,,65
9696,USC00517948,1/26/2016,,70
9697,USC00517948,1/27/2016,,69
9698,USC00517948,1/28/2016,,70
9699,USC00517948,1/29/2016,,67
9700,USC00517948,2/1/2016,,72
9701,USC00517948,2/2/2016,,69
9702,USC00517948,2/3/2016,,70
9703,USC00517948,2/4/2016,,69
9704,USC00517948,2/5/2016,,69
9705,USC00517948,2/8/2016,,62
9706,USC00517948,2/9/2016,,63
9707,USC00517948,2/10/2016,0,64
9708,USC00517948,2/11/2016,,67
9709,USC00517948,2/12/2016,,69
9710,USC00517948,2/16/2016,,72
9711,USC00517948,2/17/2016,,74
9712,USC00517948,2/18/2016,,73
9713,USC00517948,2/19/2016,,72
9714,USC00517948,2/20/2016,,71
9715,USC00517948,2/23/2016,,68
9716,USC00517948,2/24/2016,,68
9717,USC00517948,2/25/2016,,68
9718,USC00517948,2/26/2016,,68
9719,USC00517948,2/27/2016,,69
9720,USC00517948,3/1/2016,,70
9721,USC00517948,3/2/2016,,67
9722,USC00517948,3/3/2016,,70
9723,USC00517948,3/4/2016,,69
9724,USC00517948,3/7/2016,,70
9725,USC00517948,3/8/2016,,78
9726,USC00517948,3/9/2016,,67
9727,USC00517948,3/10/2016,,71
9728,USC00517948,3/11/2016,,72
9729,USC00517948,3/14/2016,,70
9730,USC00517948,3/15/2016,,70
9731,USC00517948,3/16/2016,0,73
9732,USC00517948,3/22/2016,,75
9733,USC00517948,3/23/2016,,71
9734,USC00517948,3/28/2016,,75
9735,USC00517948,3/29/2016,,72
9736,USC00517948,3/30/2016,,71
9737,USC00517948,3/31/2016,,71
9738,USC00517948,4/1/2016,0,71
9739,USC00517948,4/4/2016,0,76
9740,USC00517948,4/5/2016,0.04,78
9741,USC00517948,4/6/2016,,72
9742,USC00517948,4/7/2016,,72
9743,USC00517948,4/8/2016,0,76
9744,USC00517948,4/18/2016,,76
9745,USC00517948,4/19/2016,,74
9746,USC00517948,4/20/2016,,75
9747,USC00517948,4/21/2016,,76
9748,USC00517948,4/22/2016,,77
9749,USC00517948,4/25/2016,,77
9750,USC00517948,4/26/2016,,78
9751,USC00517948,4/27/2016,,75
9752,USC00517948,4/28/2016,,79
9753,USC00517948,4/29/2016,,79
9754,USC00517948,5/2/2016,,72
9755,USC00517948,5/3/2016,0,78
9756,USC00517948,5/4/2016,,77
9757,USC00517948,5/5/2016,,76
9758,USC00517948,5/6/2016,,75
9759,USC00517948,5/9/2016,,74
9760,USC00517948,5/10/2016,,76
9761,USC00517948,5/11/2016,,76
9762,USC00517948,5/12/2016,,75
9763,USC00517948,5/13/2016,0.44,73
9764,USC00517948,5/16/2016,,78
9765,USC00517948,5/17/2016,,78
9766,USC00517948,5/18/2016,,76
9767,USC00517948,5/19/2016,,77
9768,USC00517948,5/20/2016,,79
9769,USC00517948,5/23/2016,,79
9770,USC00517948,5/24/2016,,67
9771,USC00517948,5/25/2016,,78
9772,USC00517948,5/26/2016,,79
9773,USC00517948,6/1/2016,,64
9774,USC00517948,6/2/2016,,65
9775,USC00517948,6/3/2016,,75
9776,USC00517948,6/6/2016,,76
9777,USC00517948,6/7/2016,,78
9778,USC00517948,6/8/2016,,77
9779,USC00517948,6/9/2016,,75
9780,USC00517948,6/13/2016,,78
9781,USC00517948,6/14/2016,,81
9782,USC00517948,6/15/2016,0.02,78
9783,USC00517948,6/16/2016,0.1,76
9784,USC00517948,6/17/2016,0.38,73
9785,USC00517948,6/20/2016,0.1,74
9786,USC00517948,6/21/2016,,76
9787,USC00517948,6/22/2016,,78
9788,USC00517948,6/23/2016,,79
9789,USC00517948,6/24/2016,,78
9790,USC00517948,6/27/2016,,72
9791,USC00517948,6/28/2016,,78
9792,USC00517948,6/29/2016,,80
9793,USC00517948,6/30/2016,,81
9794,USC00517948,7/1/2016,,80
9795,USC00517948,7/5/2016,,77
9796,USC00517948,7/6/2016,,78
9797,USC00517948,7/7/2016,,78
9798,USC00517948,7/8/2016,,80
9799,USC00517948,7/11/2016,,78
9800,USC00517948,7/12/2016,,80
9801,USC00517948,7/13/2016,,78
9802,USC00517948,7/14/2016,,78
9803,USC00517948,7/15/2016,,76
9804,USC00517948,7/18/2016,,78
9805,USC00517948,7/19/2016,0.5,79
9806,USC00517948,7/20/2016,,78
9807,USC00517948,7/21/2016,,78
9808,USC00517948,7/25/2016,,81
9809,USC00517948,7/26/2016,0.01,82
9810,USC00517948,7/27/2016,,77
9811,USC00517948,8/2/2016,0,77
9812,USC00517948,8/3/2016,0.02,79
9813,USC00517948,8/4/2016,0.13,81
9814,USC00517948,8/5/2016,0.03,77
9815,USC00517948,8/8/2016,,77
9816,USC00517948,8/9/2016,,79
9817,USC00517948,8/10/2016,,82
9818,USC00517948,8/11/2016,,80
9819,USC00517948,8/12/2016,,77
9820,USC00517948,8/15/2016,,79
9821,USC00517948,8/16/2016,0,81
9822,USC00517948,8/17/2016,0,81
9823,USC00517948,8/18/2016,0,81
9824,USC00517948,8/22/2016,,79
9825,USC00517948,8/23/2016,,80
9826,USC00517948,8/24/2016,,78
9827,USC00517948,8/25/2016,0,81
9828,USC00517948,8/26/2016,0.04,81
9829,USC00517948,8/29/2016,,80
9830,USC00517948,8/30/2016,0.02,79
9831,USC00517948,8/31/2016,,79
9832,USC00517948,9/1/2016,,82
9833,USC00517948,9/2/2016,,81
9834,USC00517948,9/8/2016,,80
9835,USC00517948,9/9/2016,,79
9836,USC00517948,9/12/2016,,79
9837,USC00517948,9/13/2016,,79
9838,USC00517948,9/14/2016,,76
9839,USC00517948,9/15/2016,,76
9840,USC00517948,9/16/2016,0,79
9841,USC00517948,9/19/2016,,79
9842,USC00517948,9/20/2016,0,73
9843,USC00517948,9/22/2016,0.06,76
9844,USC00517948,9/23/2016,0,80
9845,USC00517948,9/26/2016,,78
9846,USC00517948,9/28/2016,0,79
9847,USC00517948,9/29/2016,0.04,80
9848,USC00517948,9/30/2016,,80
9849,USC00517948,10/3/2016,,79
9850,USC00517948,10/4/2016,,77
9851,USC00517948,10/5/2016,,80
9852,USC00517948,10/6/2016,0.07,79
9853,USC00517948,10/7/2016,,78
9854,USC00517948,10/11/2016,,79
9855,USC00517948,10/13/2016,,80
9856,USC00517948,10/17/2016,,80
9857,USC00517948,10/18/2016,,80
9858,USC00517948,10/19/2016,,80
9859,USC00517948,10/20/2016,,78
9860,USC00517948,10/21/2016,,76
9861,USC00517948,10/24/2016,,76
9862,USC00517948,10/25/2016,0.4,77
9863,USC00517948,10/26/2016,0.2,73
9864,USC00517948,10/27/2016,,77
9865,USC00517948,10/28/2016,,76
9866,USC00517948,10/31/2016,,75
9867,USC00517948,11/4/2016,,77
9868,USC00517948,11/7/2016,,75
9869,USC00517948,11/9/2016,0,76
9870,USC00517948,11/14/2016,0.02,79
9871,USC00517948,11/15/2016,,77
9872,USC00517948,11/16/2016,,77
9873,USC00517948,11/17/2016,,77
9874,USC00517948,11/18/2016,,75
9875,USC00517948,11/21/2016,,73
9876,USC00517948,11/22/2016,,76
9877,USC00517948,11/23/2016,,77
9878,USC00517948,11/28/2016,,76
9879,USC00517948,11/29/2016,,74
9880,USC00517948,11/30/2016,,75
9881,USC00517948,12/1/2016,,72
9882,USC00517948,12/2/2016,,70
9883,USC00517948,12/5/2016,,68
9884,USC00517948,12/6/2016,,74
9885,USC00517948,12/7/2016,,71
9886,USC00517948,12/8/2016,0.27,70
9887,USC00517948,12/9/2016,,70
9888,USC00517948,12/12/2016,0.02,70
9889,USC00517948,12/13/2016,,68
9890,USC00517948,12/14/2016,,68
9891,USC00517948,12/15/2016,,68
9892,USC00517948,12/16/2016,,66
9893,USC00517948,12/19/2016,,71
9894,USC00517948,12/20/2016,,76
9895,USC00517948,12/21/2016,0.06,73
9896,USC00517948,12/22/2016,,70
9897,USC00517948,12/23/2016,,68
9898,USC00517948,12/28/2016,,71
9899,USC00517948,12/29/2016,,71
9900,USC00517948,12/30/2016,,68
9901,USC00517948,1/9/2017,,65
9902,USC00517948,1/10/2017,,65
9903,USC00517948,1/11/2017,,67
9904,USC00517948,1/12/2017,,67
9905,USC00517948,1/13/2017,,68
9906,USC00517948,1/17/2017,0,70
9907,USC00517948,1/18/2017,0,73
9908,USC00517948,1/19/2017,,66
9909,USC00517948,1/20/2017,,70
9910,USC00517948,1/23/2017,,77
9911,USC00517948,1/24/2017,,69
9912,USC00517948,1/25/2017,,69
9913,USC00517948,1/26/2017,0,70
9914,USC00517948,1/27/2017,0,65
9915,USC00517948,1/30/2017,0.05,68
9916,USC00517948,1/31/2017,0,68
9917,USC00517948,2/1/2017,0,62
9918,USC00517948,2/2/2017,0,70
9919,USC00517948,2/3/2017,0,72
9920,USC00517948,2/6/2017,,76
9921,USC00517948,2/7/2017,0,67
9922,USC00517948,2/8/2017,0,64
9923,USC00517948,2/9/2017,0,64
9924,USC00517948,2/10/2017,0,64
9925,USC00517948,2/13/2017,,77
9926,USC00517948,2/14/2017,0,76
9927,USC00517948,2/15/2017,,73
9928,USC00517948,2/16/2017,,70
9929,USC00517948,2/17/2017,0,69
9930,USC00517948,2/21/2017,,71
9931,USC00517948,2/22/2017,0.17,72
9932,USC00517948,2/23/2017,0,72
9933,USC00517948,2/24/2017,0,68
9934,USC00517948,2/27/2017,,69
9935,USC00517948,2/28/2017,,72
9936,USC00517948,3/1/2017,2.4,66
9937,USC00517948,3/2/2017,0.44,73
9938,USC00517948,3/3/2017,0.14,70
9939,USC00517948,3/6/2017,,67
9940,USC00517948,3/7/2017,,67
9941,USC00517948,3/8/2017,,67
9942,USC00517948,3/9/2017,0,68
9943,USC00517948,3/10/2017,0,68
9944,USC00517948,3/13/2017,,69
9945,USC00517948,3/14/2017,0.06,73
9946,USC00517948,3/15/2017,0,75
9947,USC00517948,3/16/2017,,71
9948,USC00517948,3/17/2017,,72
9949,USC00517948,3/28/2017,,73
9950,USC00517948,3/29/2017,,74
9951,USC00517948,3/30/2017,,77
9952,USC00517948,3/31/2017,0,78
9953,USC00517948,4/3/2017,,75
9954,USC00517948,4/4/2017,0,75
9955,USC00517948,4/5/2017,0,73
9956,USC00517948,4/6/2017,0,73
9957,USC00517948,4/7/2017,0,76
9958,USC00517948,4/10/2017,,75
9959,USC00517948,4/11/2017,,76
9960,USC00517948,4/12/2017,,74
9961,USC00517948,4/13/2017,,76
9962,USC00517948,4/17/2017,,72
9963,USC00517948,4/18/2017,0,75
9964,USC00517948,4/19/2017,,76
9965,USC00517948,4/20/2017,,75
9966,USC00517948,4/21/2017,,74
9967,USC00517948,4/24/2017,,78
9968,USC00517948,4/25/2017,,78
9969,USC00517948,4/27/2017,,78
9970,USC00517948,4/28/2017,,76
9971,USC00517948,6/2/2017,,79
9972,USC00517948,6/5/2017,,78
9973,USC00517948,6/6/2017,,80
9974,USC00517948,6/7/2017,,80
9975,USC00517948,6/8/2017,,78
9976,USC00517948,6/9/2017,,80
9977,USC00517948,6/13/2017,,81
9978,USC00517948,6/14/2017,,78
9979,USC00517948,6/15/2017,,77
9980,USC00517948,6/16/2017,,78
9981,USC00517948,6/19/2017,,78
9982,USC00517948,6/20/2017,,77
9983,USC00517948,6/21/2017,,76
9984,USC00517948,6/22/2017,0,81
9985,USC00517948,6/23/2017,0,76
9986,USC00517948,6/26/2017,,82
9987,USC00517948,6/27/2017,0,80
9988,USC00517948,6/28/2017,0,80
9989,USC00517948,6/29/2017,0,79
9990,USC00517948,6/30/2017,0.12,74
9991,USC00517948,7/3/2017,,87
9992,USC00517948,7/5/2017,,80
9993,USC00517948,7/6/2017,,79
9994,USC00517948,7/7/2017,,79
9995,USC00517948,7/10/2017,,78
9996,USC00517948,7/11/2017,,81
9997,USC00517948,7/12/2017,,80
9998,USC00517948,7/13/2017,,81
9999,USC00517948,7/18/2017,0,78
10000,USC00517948,7/19/2017,0,81
10001,USC00517948,7/20/2017,0,80
10002,USC00517948,7/21/2017,0,81
10003,USC00517948,7/25/2017,0,81
10004,USC00517948,7/26/2017,,78
10005,USC00517948,7/27/2017,,79
10006,USC00517948,7/28/2017,0.01,80
10007,USC00517948,7/31/2017,,81
10008,USC00518838,1/1/2010,0.21,72
10009,USC00518838,1/2/2010,0.02,73
10010,USC00518838,1/3/2010,0,67
10011,USC00518838,1/4/2010,0.01,76
10012,USC00518838,1/5/2010,0.02,73
10013,USC00518838,1/7/2010,,72
10014,USC00518838,1/8/2010,0.03,73
10015,USC00518838,1/9/2010,0.01,69
10016,USC00518838,1/10/2010,0.01,70
10017,USC00518838,1/11/2010,0.14,72
10018,USC00518838,1/12/2010,0.02,60
10019,USC00518838,1/13/2010,0.02,68
10020,USC00518838,1/14/2010,0,67
10021,USC00518838,1/18/2010,,70
10022,USC00518838,1/19/2010,0,70
10023,USC00518838,1/20/2010,0,68
10024,USC00518838,1/25/2010,,72
10025,USC00518838,1/26/2010,0.13,74
10026,USC00518838,1/27/2010,0.21,70
10027,USC00518838,1/28/2010,0.01,70
10028,USC00518838,2/2/2010,,66
10029,USC00518838,2/3/2010,0.87,65
10030,USC00518838,2/4/2010,0.01,66
10031,USC00518838,2/5/2010,0.01,59
10032,USC00518838,2/6/2010,0.02,73
10033,USC00518838,2/7/2010,0.01,62
10034,USC00518838,2/9/2010,0,70
10035,USC00518838,2/10/2010,0,74
10036,USC00518838,2/12/2010,,64
10037,USC00518838,2/13/2010,0.06,67
10038,USC00518838,2/14/2010,0.01,67
10039,USC00518838,2/15/2010,0,70
10040,USC00518838,2/16/2010,0,71
10041,USC00518838,2/17/2010,0.01,65
10042,USC00518838,2/19/2010,,63
10043,USC00518838,2/20/2010,0.1,70
10044,USC00518838,2/21/2010,0.01,68
10045,USC00518838,2/23/2010,,72
10046,USC00518838,2/24/2010,0.01,72
10047,USC00518838,2/25/2010,0.02,72
10048,USC00518838,3/1/2010,,67
10049,USC00518838,3/2/2010,0,69
10050,USC00518838,3/5/2010,,63
10051,USC00518838,3/6/2010,1.08,63
10052,USC00518838,3/7/2010,0.17,67
10053,USC00518838,3/8/2010,0.64,66
10054,USC00518838,3/9/2010,0.23,67
10055,USC00518838,3/11/2010,,68
10056,USC00518838,3/12/2010,0.04,69
10057,USC00518838,3/13/2010,0.03,62
10058,USC00518838,3/14/2010,0.02,62
10059,USC00518838,3/15/2010,0.13,65
10060,USC00518838,3/16/2010,0.46,63
10061,USC00518838,3/19/2010,,62
10062,USC00518838,3/21/2010,,61
10063,USC00518838,3/24/2010,,73
10064,USC00518838,3/28/2010,,69
10065,USC00518838,3/29/2010,0.13,69
10066,USC00518838,3/30/2010,0.04,69
10067,USC00518838,4/2/2010,,65
10068,USC00518838,4/3/2010,0.53,67
10069,USC00518838,4/4/2010,0.87,66
10070,USC00518838,4/5/2010,1.8,67
10071,USC00518838,4/6/2010,0.3,70
10072,USC00518838,4/7/2010,2.12,72
10073,USC00518838,4/8/2010,0.47,74
10074,USC00518838,4/9/2010,0.8,71
10075,USC00518838,4/11/2010,,67
10076,USC00518838,4/13/2010,,70
10077,USC00518838,4/14/2010,0.03,67
10078,USC00518838,4/16/2010,,62
10079,USC00518838,4/17/2010,0.01,65
10080,USC00518838,4/18/2010,0.2,70
10081,USC00518838,4/21/2010,,70
10082,USC00518838,4/22/2010,0.54,72
10083,USC00518838,4/23/2010,0.1,67
10084,USC00518838,4/24/2010,0.01,69
10085,USC00518838,4/25/2010,0.01,74
10086,USC00518838,4/26/2010,0,73
10087,USC00518838,4/28/2010,,73
10088,USC00518838,4/30/2010,,67
10089,USC00518838,5/1/2010,0.29,69
10090,USC00518838,5/2/2010,0,71
10091,USC00518838,5/3/2010,0.87,67
10092,USC00518838,5/4/2010,0.04,69
10093,USC00518838,5/5/2010,0.03,71
10094,USC00518838,5/8/2010,,67
10095,USC00518838,5/9/2010,0.25,72
10096,USC00518838,5/10/2010,0.06,72
10097,USC00518838,5/11/2010,0.07,73
10098,USC00518838,5/12/2010,0.06,79
10099,USC00518838,5/13/2010,0.04,78
10100,USC00518838,5/14/2010,0.02,75
10101,USC00518838,5/16/2010,0,77
10102,USC00518838,5/17/2010,0.03,79
10103,USC00518838,5/19/2010,,77
10104,USC00518838,5/20/2010,0.56,71
10105,USC00518838,5/21/2010,0.45,70
10106,USC00518838,5/22/2010,0.04,74
10107,USC00518838,5/23/2010,0.6,70
10108,USC00518838,5/24/2010,0.15,71
10109,USC00518838,5/25/2010,0.04,73
10110,USC00518838,5/26/2010,0.02,73
10111,USC00518838,6/1/2010,,69
10112,USC00518838,6/2/2010,0.03,70
10113,USC00518838,6/3/2010,0,67
10114,USC00518838,6/4/2010,0,70
10115,USC00518838,6/5/2010,0,73
10116,USC00518838,6/6/2010,0,73
10117,USC00518838,6/9/2010,,72
10118,USC00518838,6/10/2010,0,72
10119,USC00518838,6/11/2010,0,77
10120,USC00518838,6/12/2010,0,70
10121,USC00518838,6/13/2010,0.01,78
10122,USC00518838,6/15/2010,,73
10123,USC00518838,6/17/2010,0,75
10124,USC00518838,6/18/2010,0.3,70
10125,USC00518838,6/19/2010,0.02,74
10126,USC00518838,6/20/2010,0.03,77
10127,USC00518838,6/22/2010,,69
10128,USC00518838,6/23/2010,0.11,73
10129,USC00518838,6/24/2010,0.28,73
10130,USC00518838,6/25/2010,0.3,74
10131,USC00518838,6/28/2010,,73
10132,USC00518838,6/29/2010,0.1,72
10133,USC00518838,6/30/2010,0.04,75
10134,USC00518838,7/1/2010,0.09,73
10135,USC00518838,7/2/2010,0.2,70
10136,USC00518838,7/3/2010,0.84,73
10137,USC00518838,7/4/2010,0.09,76
10138,USC00518838,7/5/2010,0.03,75
10139,USC00518838,7/6/2010,0.41,71
10140,USC00518838,7/7/2010,0.11,73
10141,USC00518838,7/9/2010,,74
10142,USC00518838,7/10/2010,0.44,71
10143,USC00518838,7/11/2010,0.01,72
10144,USC00518838,7/13/2010,,75
10145,USC00518838,7/15/2010,,76
10146,USC00518838,7/16/2010,0.04,73
10147,USC00518838,7/27/2010,,78
10148,USC00518838,7/28/2010,0.01,80
10149,USC00518838,8/2/2010,,76
10150,USC00518838,8/3/2010,0.01,73
10151,USC00518838,8/4/2010,0.25,72
10152,USC00518838,8/5/2010,0.36,73
10153,USC00518838,8/6/2010,0.03,74
10154,USC00518838,8/7/2010,0.06,74
10155,USC00518838,8/9/2010,,72
10156,USC00518838,8/10/2010,0.03,73
10157,USC00518838,8/11/2010,0.12,72
10158,USC00518838,8/13/2010,,74
10159,USC00518838,8/17/2010,,75
10160,USC00518838,8/18/2010,0.02,79
10161,USC00518838,8/19/2010,0.01,76
10162,USC00518838,8/20/2010,0,76
10163,USC00518838,8/23/2010,,76
10164,USC00518838,8/25/2010,,74
10165,USC00518838,8/26/2010,0.12,72
10166,USC00518838,8/28/2010,,76
10167,USC00518838,8/29/2010,0.38,74
10168,USC00518838,8/30/2010,0.25,75
10169,USC00518838,8/31/2010,0.12,74
10170,USC00518838,9/1/2010,0.03,77
10171,USC00518838,9/3/2010,,78
10172,USC00518838,9/4/2010,0.04,73
10173,USC00518838,9/5/2010,0.02,78
10174,USC00518838,9/6/2010,0,76
10175,USC00518838,9/7/2010,0.04,76
10176,USC00518838,9/9/2010,,77
10177,USC00518838,9/10/2010,0.02,76
10178,USC00518838,9/12/2010,,78
10179,USC00518838,9/13/2010,0.02,76
10180,USC00518838,9/14/2010,0,79
10181,USC00518838,9/15/2010,0,75
10182,USC00518838,9/16/2010,0.01,75
10183,USC00518838,9/17/2010,0,77
10184,USC00518838,9/18/2010,0.03,78
10185,USC00518838,9/21/2010,,77
10186,USC00518838,9/22/2010,0.11,74
10187,USC00518838,9/23/2010,0.05,74
10188,USC00518838,9/24/2010,0,77
10189,USC00518838,9/26/2010,,76
10190,USC00518838,9/27/2010,0,83
10191,USC00518838,9/28/2010,0,77
10192,USC00518838,9/30/2010,,69
10193,USC00518838,10/1/2010,0.25,71
10194,USC00518838,10/2/2010,0.02,78
10195,USC00518838,10/3/2010,0.03,70
10196,USC00518838,10/4/2010,0.53,77
10197,USC00518838,10/5/2010,0.02,71
10198,USC00518838,10/6/2010,0.01,79
10199,USC00518838,10/7/2010,0.03,77
10200,USC00518838,10/8/2010,0.01,74
10201,USC00518838,10/14/2010,,77
10202,USC00518838,10/17/2010,,81
10203,USC00518838,10/20/2010,,78
10204,USC00518838,10/22/2010,,77
10205,USC00518838,10/24/2010,,76
10206,USC00518838,10/25/2010,0,77
10207,USC00518838,10/26/2010,1.1,73
10208,USC00518838,10/27/2010,0.4,75
10209,USC00518838,10/28/2010,0.38,73
10210,USC00518838,10/29/2010,0.1,71
10211,USC00518838,10/30/2010,0.07,77
10212,USC00518838,10/31/2010,0,76
10213,USC00518838,11/1/2010,0.21,72
10214,USC00518838,11/2/2010,0.03,77
10215,USC00518838,11/3/2010,0.25,70
10216,USC00518838,11/4/2010,0.12,72
10217,USC00518838,11/5/2010,0.08,73
10218,USC00518838,11/10/2010,,75
10219,USC00518838,11/12/2010,,74
10220,USC00518838,11/15/2010,,74
10221,USC00518838,11/16/2010,0.08,76
10222,USC00518838,11/18/2010,0,75
10223,USC00518838,11/19/2010,0.35,72
10224,USC00518838,11/22/2010,,78
10225,USC00518838,11/23/2010,0.07,77
10226,USC00518838,11/24/2010,0.16,76
10227,USC00518838,11/29/2010,,75
10228,USC00518838,12/2/2010,,71
10229,USC00518838,12/3/2010,0.78,70
10230,USC00518838,12/5/2010,,73
10231,USC00518838,12/6/2010,0.02,78
10232,USC00518838,12/7/2010,0.02,76
10233,USC00518838,12/8/2010,0.33,73
10234,USC00518838,12/9/2010,1.43,74
10235,USC00518838,12/10/2010,2.5,63
10236,USC00518838,12/11/2010,1.5,72
10237,USC00518838,12/13/2010,,75
10238,USC00518838,12/14/2010,0.13,74
10239,USC00518838,12/15/2010,0.1,72
10240,USC00518838,12/16/2010,0.05,68
10241,USC00518838,1/4/2011,,73
10242,USC00518838,1/5/2011,0.15,71
10243,USC00518838,1/6/2011,0.14,65
10244,USC00518838,1/7/2011,0,64
10245,USC00518838,1/10/2011,,69
10246,USC00518838,1/11/2011,0.73,74
10247,USC00518838,1/12/2011,1.15,66
10248,USC00518838,1/13/2011,6.3,66
10249,USC00518838,1/14/2011,0.7,71
10250,USC00518838,1/18/2011,,67
10251,USC00518838,1/19/2011,0.03,67
10252,USC00518838,1/20/2011,0.07,72
10253,USC00518838,1/21/2011,0,70
10254,USC00518838,1/24/2011,,75
10255,USC00518838,1/25/2011,0.02,73
10256,USC00518838,1/26/2011,0.08,70
10257,USC00518838,1/27/2011,0.03,75
10258,USC00518838,1/28/2011,0.04,73
10259,USC00518838,1/31/2011,,73
10260,USC00518838,2/1/2011,0.02,73
10261,USC00518838,2/2/2011,0,75
10262,USC00518838,2/3/2011,0,76
10263,USC00518838,2/4/2011,0.02,72
10264,USC00518838,2/7/2011,,68
10265,USC00518838,2/9/2011,,71
10266,USC00518838,2/10/2011,0.08,69
10267,USC00518838,2/11/2011,1,69
10268,USC00518838,2/14/2011,,75
10269,USC00518838,2/15/2011,0.06,73
10270,USC00518838,2/16/2011,0.01,76
10271,USC00518838,2/17/2011,0.09,77
10272,USC00518838,2/18/2011,0.01,72
10273,USC00518838,2/22/2011,,75
10274,USC00518838,2/23/2011,0.16,76
10275,USC00518838,2/24/2011,0.03,72
10276,USC00518838,2/25/2011,0.01,72
10277,USC00518838,2/28/2011,,74
10278,USC00518838,3/1/2011,0.02,74
10279,USC00518838,3/2/2011,0,71
10280,USC00518838,3/3/2011,0.89,74
10281,USC00518838,3/4/2011,1.42,73
10282,USC00518838,3/7/2011,,70
10283,USC00518838,3/8/2011,0.11,73
10284,USC00518838,3/9/2011,0.66,69
10285,USC00518838,3/10/2011,0.36,71
10286,USC00518838,3/21/2011,,75
10287,USC00518838,3/22/2011,0.32,73
10288,USC00518838,3/23/2011,0.34,74
10289,USC00518838,3/24/2011,0.39,74
10290,USC00518838,3/29/2011,,73
10291,USC00518838,3/30/2011,0.03,73
10292,USC00518838,3/31/2011,0.02,75
10293,USC00518838,4/1/2011,0.34,74
10294,USC00518838,4/4/2011,,75
10295,USC00518838,4/6/2011,,69
10296,USC00518838,4/7/2011,2.4,70
10297,USC00518838,4/8/2011,0.57,68
10298,USC00518838,4/11/2011,,75
10299,USC00518838,4/12/2011,0.06,74
10300,USC00518838,4/13/2011,0.01,77
10301,USC00518838,4/14/2011,0.08,78
10302,USC00518838,4/15/2011,0.11,71
10303,USC00518838,4/18/2011,,73
10304,USC00518838,4/19/2011,0.02,75
10305,USC00518838,4/20/2011,0.03,74
10306,USC00518838,4/21/2011,0.19,75
